乘隙,顺便
打猎,狩猎
凶险,欠安
志愿,意向
甘薯,红薯
末端,终局
责难,非难
洁净,明净
借花献佛,顺水人情
放恣,放荡
不苟言笑,宠辱不惊
生硬,僵硬
卧室,寝室
泛论,畅谈
姿容,相貌
贫贱之知,贫贱之交
出尔反尔,翻云覆雨
矜重,慎重
体验,阅历
拥戴,拥爱
蹑手蹑足,蹑脚蹑手
一无所能,志大才疏
口试,面试
大胆,果敢
倾向,目标
注明,评释
山明水秀,水木清华
难听,逆耳
昏头搭脑,昏头昏脑
床上叠床,床上施床
将近,快要
借款,乞贷
巍峨,峻峭
身不由主,身不由己
劫富济贫,杀富济贫
人世,世间
禁闭,封闭
乡里,桑梓
一劳永逸,暂劳永逸
屈驾,枉顾
才貌双全,才貌双绝
言而有信,说一不二
公有,国有
愤怒,气忿
预定,预约
来临,降临
沉静,死板
犯罪,犯法
高涨,高潮
朦朦胧胧,隐隐约约
显现,呈现
燕昭市骏,燕骏千金
凄切,悲凄
工具,用具
束手待毙,束手待死
外表,表面
飘荡,飘舞
破损,破坏
锻炼,磨炼
朴实,朴素
洪福齐天,福如东海
用兵如神,神机妙算
粉妆玉琢,粉装玉琢
层见叠出,层出不穷
死得其所,名垂青史
捷足先登,疾足先得
储存,贮存
贮蓄,贮存
卷烟,香烟
肃立,伫立
精华,精炼
足智多谋,老奸巨滑
败落,衰败
攻下,攻克
启程,登程
主动,积极
三六九等,三等九格
关闭,闭塞
言必有中,言之有物
达成,竣工
尊奉,崇奉
阴错阳差,一差二错
执行,实践
升值,增值
韬光用晦,韬光养晦
对于,对付
以卵击石,螳臂当车
趋势,趋向
反抗,造反
一如既往,自始至终
晚年,老年
德容言功,德言工貌
潦草,轻率
削铁如泥,新发于硎
迷失,迷茫
趋利避害,违害就利
三告投杼,道听途说
筑室道谋,见异思迁
签订,缔结
拼凑,拼集
轻便,轻省
易服,更衣
扑素,质朴
老生,须生
张眉努目,张眉努眼
搭伙,合伙
农村,村庄
半推半就,虚情假意
松捆,松绑
决断,剖断
不共戴天,深仇大恨
帐幕,帐蓬
商酌,酌量
凸起,杰出
冲凉,沐浴
不容置疑,不容分说
揶揄,嗤笑
力不从心,心余力绌
约束,统制
五大三粗,牛高马大
举荐,引荐
羞花闭月,花容月貌
听从,顺从
触犯,获咎
前年,旧年
恩威并用,恩威并著
凤毛麟角,屈指可数
定期,按期
家产,财产
总体,全体
古怪,诡谲
好手,老手
群集,齐集
烂熟,熟练
临阵磨枪,渴而穿井
昏黑,黑暗
捭阖纵横,纵横捭阖
美艳,鲜艳
置若罔闻,视若无睹
鲜嫩,鲜活
刁难,留难
跨越,横跨
恩典,恩情
素养,素质
疑点,疑窦
切肤之痛,剥肤之痛
犹如,如同
宿怨,怨仇
活络,灵动
摆列,陈列
赚钱,赢利
明朗,晴明
才华,能力
与世俯仰,与世偃仰
跳动,跳跃
扫兴,败兴
纠纷,瓜葛
交锋,打仗
一无所获,宝山空回
欺诈,讹诈
息交,断交
代替,包办
季子,幼子
喧宾夺主,鹊巢鸠占
克制,仰制
遁词,饰词
吸取,汲取
白头偕老,百年偕老
从命,尊从
沉沦,失足
来往,交易
花团锦簇,珠围翠绕
判若两人,迥然不同
丈量,测量
修饰,化装
吃惊,惊愕
往时,过去
闲扯,闲谈
大海捞针,水中捞月
仲父,叔父
承继,继承
举不胜举,不遑枚举
奋起,振作
指标,目标
懵懂,费解
宁愿,宁肯
井渫不食,井渫莫食
亲眼所见,耳闻目睹
置若罔闻,充耳不闻
厄运,倒霉
乘风破浪,长风破浪
与世浮沉,同流合污
师出无名,平白无故
应时,合时
好生之德,救苦救难
动身,登程
挂念,顾忌
养儿防老,积谷防饥
名声,名气
关头,关节
天才,天赋
深恶痛绝,恨之入骨
朋分,瓜分
一望而知,洞若观火
水果,生果
密友,老友
典型,样板
众寡悬殊,敌众我寡
推三推四,推三阻四
潸然泪下,泪如雨下
津津乐道,津津有味
闭目塞听,充耳不闻
当前,目下
贴近,逼近
存在,生活
天高听下,天高听卑
灾害,危害
还淳反朴,还淳返朴
摧枯拉朽,拉枯折朽
唯利是视,唯利是求
盛开,怒放
威武,英武
不亦乐乎,淋漓尽致
依次,轮流
戏子,演员
国泰民安,民富国强
依旧,宝石
止渴思梅,止渴望梅
彻上彻下,彻里彻外
一无所获,满载而归
寒凉,沧凉
颜料,颜色
一无所知,全无所闻
来踪去路,来踪去迹
知恩报德,结草衔环
喜报,喜讯
奉陪,陪伴
不知所措,心中无数
喜气洋洋,笑逐颜开
粟红贯朽,粟陈贯朽
口中雌黄,言而无信
获利,赢利
串连,串通
靖言庸违,靖谮庸回
其时,当时
采兰赠芍,采兰赠药
时刻,时间
一切,十足
山崩地裂,山崩地陷
指手画脚,比手划脚
收缩,压缩
不厌其详,细大不捐
红光满面,脑满肠肥
入网,上钩
春光明媚,花红柳绿
交友,相交
筹办,筹备
光阴,时期
神谟庙算,神谟远算
方剂,药方
天经地义,理所当然
反酸,嗳酸
沉浸,陶醉
解放,解决
水火无交,水米无干
兼顾,统筹
如蚁附膻,趋之若鹜
从属,隶属
主张,意见
凯旋,凯旅
主脑,头头
掠夺,夺取
厘革,变革
捆绑,系结
环视,环顾
反水,叛变
免职,罢职
外患,外祸
土人,土着
击毂摩肩,摩肩击毂
享受,享福
同化,夹杂
伪饰,掩饰
赶上,超越
开释,释放
日甚一日,每况愈下
绸缪,缠绵
巧夺天工,鬼斧神工
弄堂,衖堂
本心,良心
众矢之的,树大招风
安放,放置
凝思,凝神
出人头地,卓尔不群
比如,譬喻
否决,抗议
实际,实践
呵护,珍爱
朦胧,模糊
仿佛,宛然
幽灵,阴灵
汗马之劳,丰功伟绩
比年,连年
起点,起始
鞍马劳倦,鞍马劳神
遥遥相对,遥相呼应
严寒,阴寒
买马招军,买马招兵
威信,威风
签字,署名
一鸣惊人,蛟龙得水
妙药,灵药
以卵投石,无济于事
发抖,战抖
怠惰,懒惰
年底,年末
较劲,较量
折冲尊俎,折冲樽俎
别籍异居,别籍异财
荣耀,名誉
舞动,跳舞
照拂,顾问
凋落,雕谢
才华,材干
狐鸣篝火,狐鸣鱼书
授奖,颁奖
娇傲,孤高
知人善任,唯才是举
决别,永逝
夙夜,日夕
引诱,迷惑
祸殃,祸害
祸根,祸胎
尾随,追随
狐兔之悲,狐死兔泣
设宴,设席
接洽,研究
平宁,平安
越境,逾境
劝说,奉劝
死中求生,死里求生
感化,作用
显要,显达
上岸,登岸
旁门,歪路
寂然,沉寂
扣门,敲门
无缘无故,平白无故
坏蛋,懦夫
养痈成患,养虎伤身
刚巧,正巧
时髦,时兴
微茫,蒙胧
番薯,红薯
天子,皇帝
如鱼得水,游刃有余
应知,须知
哀悼,哀痛
仁民爱物,爱民如子
迎刃而解,顺理成章
口号,标语
秀美,俊美
禀赋,赋性
不共戴天,令人发指
揣摸,臆度
仔细,留心
无与伦比,独步天下
依附,以来
南征北战,身经百战
简朴,素朴
仿制,模仿
清都紫府,清都紫微
专科,专长
捐残去杀,去杀胜残
动手,发端
七零八碎,鸡零狗碎
官场,政界
愁闷,苦闷
傲霜斗雪,傲雪欺霜
一触即发,箭拔弩张
掂斤抹两,掂斤播两
忠实,诚挚
宣扬,散步
功劳,进贡
归心似箭,归去来兮
隔膜,隔阂
孤寒,小气
不法,违警
批亢捣虚,批吭捣虚
焚林而猎,涸泽而渔
获取,取得
剖析,剖释
展开,打开
脸红耳赤,脸红耳热
联结,联络
教诲,教养
收手,歇手
冰解冻释,烟消云散
国民,公民
俊彦,翘楚
剖心坼肝,剖心析肝
东鳞西爪,一鳞半爪
居摄,摄政
心思,思想
无千待万,无千无万
欢欣,欢娱
旷日积晷,旷日经久
意在言外,弦外之意
凛如霜雪,凛若秋霜
张灯结彩,热热闹闹
深入,长远
违心之言,违心之论
微小,渺小
内耗,内讧
略胜一筹,聊胜一筹
横暴,粗鲁
形容,形色
备案,挂号
剩余,残存
回答,回话
完成,已毕
付诸洪乔,洪乔捎书
亏弱,软弱
歼灭,销毁
贤良,贤能
排除,排泄
旷野,荒野
衣绣夜游,衣锦夜行
幽静,幽寂
神色,神采
崭新,新鲜
末路,死路
把薪助火,抱薪救火
沆瀣一气,通同一气
治理,统辖
热中,热诚
虎口余生,绝处逢生
作古,去世
飞舞,飞行
金兰之交,金兰之友
支持,声援
以假乱真,以伪乱真
公约,左券
目光,眼光
侵夺,劫掠
喷薄欲出,如日东升
沃土,沃壤
哀哭,痛哭
轻捷,轻盈
恪守,遵循
愚笨,迂曲
煮豆燃萁,燃萁煎豆
凶猛,狠恶
退徙三舍,退避三舍
宣扬,传布
收拾,管理
一字一珠,一字千金
大相径庭,大有迳庭
诛讨,征伐
任人唯亲,顺之者昌
一再,频仍
枕戈以待,枕戈达旦
膝行,蒲伏
独霸,独揽
主张,见解
枉费,白费
面无人色,面如死灰
花团锦簇,奼紫嫣红
轻手轻脚,轻手软脚
假公济私,损人利己
最佳,最好
提防,防止
高官尊爵,高官显爵
清晨,朝晨
鲁阳挥日,鲁阳麾戈
廖若晨星,屈指可数
剽窃,抄袭
上司,上级
瞎扯,胡说
破镜重圆,重温旧梦
先兆,征兆
弥漫,充斥
奥妙,奥秘
巨富,豪富
故态复作,故态复萌
囊里盛锥,锥处囊中
充分,充实
岁数,年纪
防不胜防,突如其来
地道,隧道
冷清,岑寂
索取,索要
若隐若显,隐隐约约
得胜,成功
博闻强记,博览群书
家鸡野雉,家鸡野鹜
家徒壁立,环堵萧然
选贤与能,选贤任能
心惊肉跳,胆颤心惊
地广人稀,地旷人稀
侵占,霸占
领袖,领袖
回绕,缭绕
绩学之士,饱学之士
炙手可热,烜赫一时
心惊胆颤,怦然心动
倩丽,娇艳
佐治,襄理
辅助,补助
暗示,默示
姘妇,贱货
乐意,痛快
愚昧,屈曲
稠密,浩繁
安良除暴,除暴安良
伪装,装作
知名,闻名
议决,议定
暴毙,猝死
亨衢,通衢
崇高,优良
巡查,梭巡
东零西散,东零西碎
焦心,焦虑
回国,归国
低劣,低装
野人奏曝,野人献曝
缓缓,渐渐
多见,常见
省悟,醒悟
学友,校友
武艺,技艺
闭目塞听,不闻不问
坐井观天,管窥之见
弄巧成拙,画虎不成
前所未有,无与比伦
决断,决议
养虎遗患,后患无穷
叨光,打扰
柔和,柔软
无理,畸形
讲义,课本
先辈,前辈
保暖,御寒
停懈,松懈
一笔抹摋,一笔抹煞
清白,雪白
标帜,记号
亮光,光线
闺房,闺阁
灭绝,绝迹
往时,夙昔
为蛇添足,为蛇画足
滋扰,骚扰
苌弘碧血,苌弘化碧
巨大,强大
大是大非,泾渭分明
心明眼亮,耳聪目明
翠绿,青葱
方正,耿介
乏味,蹩脚
卓立,挺立
审核,查核
好汉,豪杰
幸运,走运
险些,简直
开疆拓土,开疆辟土
群情,言论
删改,窜改
离开,脱离
告慰,慰藉
避其锐气,避实击虚
窍门,诀窍
咂嘴咂舌,咂嘴舔唇
喧宾夺主,反宾为主
片时,一会
撕心裂肺,肝胆俱裂
口舌,辱骂
原则,准绳
存身,藏身
赔礼,赔罪
半信半疑,疑信参半
垮塌,崩塌
夜长梦多,瞬息万变
强壮,壮大
伛偻,佝偻
白璧微瑕,瑕不掩瑜
冒名顶替,鱼目混珠
委实,确实
生拖死拽,生拉硬扯
剜肉医疮,剜肉补疮
稽查,查察
光脚,赤脚
如堕烟海,如堕烟雾
壶中日月,壶里乾坤
复员,转业
部署,安插
七颠八倒,五角六张
批准,核准
戒指,限度
咸集,集合
拥入,挤入
存候,慰劳
教导,领导
园地,场地
以汤止沸,以汤沃沸
宽待,宽恕
结巴,窒碍
得寸进尺,贪猥无厌
听之任之,听其自流
相当,非常
幽默,滑稽
整装,治装
纠葛,胶葛
暗喜,窃喜
通行,风行
离婚,离异
楚馆秦楼,秦楼楚馆
痛爱,钟爱
不妨,可能
手腕,花招
动作,行动
未必,偶然
躲避,躲闪
狗恶酒酸,酒酸不售
放弃,丢弃
斗劲,比力
颂赞,赞扬
忠告,箴规
如果,要是
远程,资料
妄下雌黄,信口开河
趁波逐浪,随波逐流
无计可施,黔驴之技
初次,首次
大祸,横祸
指指点点,说三道四
加强,巩固
洁白,皑皑
拟于不伦,拟非其伦
仓促,匆匆
界限,边界
举行,实行
核心,重心
滋生,茂盛
刻薄,尖酸
狂饮,痛饮
辞谢,推辞
风餐露宿,仆仆风尘
报答,感谢
添油加醋,添枝加叶
残毁,破败
守御,戍守
医疗,诊治
人无完人,金无足赤
习俗,风气
文不对题,答非所问
人品,人格
鸡毛蒜皮,细枝末节
轻口薄舌,轻口轻舌
几何,多少
天理难容,天理昭彰
轻车简从,轻骑简从
柔弱,怯懦
今朝,目前
苍翠,葱茏
轻言寡信,轻诺寡信
伏低做小,做小伏低
查看,察看
鱼烂土崩,鱼烂瓦解
过期,逾期
威胁,威逼
控制,把握
出众,拔萃
未免,难免
毛将安傅,相辅相成
勤能补拙,将勤补拙
若存若亡,若有若无
光明,光彩
欺侮,欺凌
停歇,停滞
氛围,空气
毒头,牛头
行踪,足迹
震天撼地,震天动地
威名,威望
实在,其实
暮楚朝秦,朝秦暮楚
碰到,遭受
明镜高悬,虚堂悬镜
开怀,舒怀
画虎类犬,画虎不成
乡村,村落
马齿徒长,马齿徒增
探亲,省亲
轶事,逸事
言近意远,言近指远
如果,假设
颓靡,颓败
拾获,拾遗
别离,分手
紧急,危险
兴会,趣味
好多,许多
胸有成竹,举棋若定
宾朋满座,高朋满座
昂扬,昂然
旅行,观光
向火乞儿,狗仗人势
检测,测试
撤废,取销
力挽狂澜,砥柱中流
文房四侯,文房四宝
亏折,亏本
呆似木鸡,呆如木鸡
危言耸听,耸人听闻
撵走,驱逐
深究,究查
握拳透掌,握拳透爪
列举,枚举
大庭广众,大廷广众
坐罪,治罪
诀别,阔别
凸起,突出
尽善尽美,无懈可击
污染,玷污
彷徨,踌躇
莫非,难道
乔装,改扮
追本穷源,饮水思源
效劳,服务
梗直,正直
吉星高照,大吉大利
虚夸,浮夸
让位,逊位
清心少欲,清心寡欲
腥风血雨,血雨腥风
仙山楼阁,仙山琼阁
保重,珍爱
入场,登场
求教,请问
颜精柳骨,颜骨柳筋
羞臊,腼腆
寸善片长,寸长片善
再建,重建
成亲,匹配
莅临,驾临
各抒己见,各持己见
人非草木,身非木石
愿望,心愿
揆情度理,揆理度情
敬老慈幼,敬老爱幼
高才疾足,高材捷足
偷袭,掩袭
漂荡,浮荡
寂聊,枯寂
毗连,衔接
划一,齐截
胡匪,马贼
涕泣,涕零
禁止,遏止
从天而降,从天而下
仁人志士,志士仁人
不义之财,民脂民膏
方兴未艾,方滋未艾
妒嫉,嫉恨
放手,罢休
殒身碎首,陨身糜骨
垦植,耕耘
称誉,称道
特性,特质
经天纬地,经纬天下
兴建,营建
伸展,膨胀
故态复还,故态复萌
胶着,胶著
狡诈,狡黠
货真价实,真材实料
高招,高着
轻而易举,顺风吹火
谎话,妄言
千姿百态,无奇不有
耐心,耐性
油头粉面,粉墨登场
制胜,治服
如牛负重,茹苦含辛
纷乱,错乱
厨子,火头
放纵,纵脱
当立之年,而立之年
疏导,沟通
狼号鬼哭,鬼哭狼嚎
平心易气,心平气和
额手相庆,额手称颂
浑厚,淳朴
聪慧,贤慧
狡辩,诡辩
何况,而况
实情,底细
齐备,完备
编纂,编辑
乏味,没趣
督工,管工
谈吐,言论
点缀,衬托
暗盘,黑市
名人,名士
即刻,立地
大战,战役
矜持,自持
意懒心灰,心灰意冷
百战不殆,所向披靡
付与,授予
讳疾忌医,文过饰非
本土,外乡
茂密,茂盛
孔多,浩繁
设立,设置
变态,失常
门路,门径
疆城,领土
脸庞,面容
化整为零,化零为整
欺世盗名,沽名钓誉
如汤泼雪,如汤浇雪
老牛破车,蜗行牛步
三令五申,三申五令
延误,贻误
暗算,暗杀
安靖,安谧
少焉,半响
怀抱,胸襟
奔波,奔忙
丫鬟,女仆
捐赠,赈济
暂且,姑且
发迹,荣达
博学多闻,博洽多闻
自作自受,自投罗网
商标,字号
娴静,文静
蹂躏,杀害
孑然一身,踽踽独行
器具,器用
趁势,顺势
搬家,搬迁
毕生,终生
吉人天相,天相吉人
好吃懒做,游手好闲
坚强,刚正
倒戈,叛逆
无所不有,比比皆是
担心,顾忌
轻蔑,鄙视
光后,晶莹
喷射,放射
佳作,杰作
陨命,亡故
素养,修养
仓库,货仓
全力,极力
精炼,精炼
弃文就武,投笔从戎
榜样,类型
穷奢极侈,一掷千金
钻穴逾墙,钻穴逾隙
遗忘,忘记
息事宁人,平心静气
推卸,辞让
巫山云雨,云梦闲情
微风,轻风
权术,权略
肩摩毂击,熙熙攘攘
黜衣缩食,节衣缩食
外面,表面
困惑,迷惑
郁郁苍苍,郁郁葱葱
缝补,补缀
依时,按时
判别,鉴识
卵覆鸟飞,鸡飞蛋打
碰着,际遇
小憩,打盹
不曾,未曾
以冰致蝇,缘木求鱼
凄风寒雨,凄风苦雨
夫子,孔子
圆满,完竣
不惜,鄙弃
修正,纠正
含蓄,蕴藉
兼权尚计,兼权熟计
狂妄,恣肆
三言两语,只言片语
不学无术,胸无点墨
特长,喜好
牛骥同槽,牛骥同皂
害病,患病
挑唆,搧动
祸起萧墙,季孙之忧
理睬,答理
厢房,配房
参观,游历
后果,效果
顺服,屈服
片晌,转瞬
公有,共管
根基,基本
剥极将复,物极必反
华丽,靡丽
标准,模范
诚心,赤心
周转,盘活
树怨,树敌
云行雨施,云行雨洽
鞭挞,扑打
思乡,挂家
因小见大,见微知著
长于,擅长
伙计,店员
弹指之间,日不移晷
城狐社鼠,社鼠城狐
潇洒,英俊
一叶知秋,尝鼎一脔
熟识,熟谙
懂得,知道
刻不容缓,迫不及待
利害,利弊
听从,用命
牢狱,监牢
清翠,高昂
一牛吼地,一牛鸣地
官逼民反,逼上梁山
滞板,呆滞
末路,绝路
一字不苟,字斟句酌
动听,动人
冷清,冷落
只鸡斗酒,斗酒只鸡
体系,体制
出现,呈现
抱怨,衔恨
返老归童,返老还童
整体,满堂
凶相,恶相
取利,投机
桀骜不驯,横冲直撞
默化潜移,默换潜移
侵略,侵蚀
狐假虎威,狐虎之威
以讹传讹,耳食之言
箕引裘随,箕裘相继
见识,见解
本来,素来
倒退,退缩
压榨,榨取
千钧一发,迫在眉睫
千山万壑,层峦叠嶂
烟草,香烟
真理,真谛
丰润,丰满
急不择路,望门投止
活泼,活跃
忧惧,悚惶
结局,结束
守约,践约
祸福同门,祸福无门
绝口,闭口
八面驶风,八面玲珑
前提,先决
欺诈,期骗
注视,瞩目
伤口,伤痕
冒名顶替,掠人之美
去向,行止
尸横遍野,以泽量尸
思考,推敲
讲究,认真
重整旗鼓,重起炉灶
发抖,股栗
遵命,听命
百无聊赖,穷极无聊
短少,缺少
新奇,新颖
采摘,采撷
主线,干线
恭维,助威
顾主,顾客
娘舅,舅舅
张罗,筹措
快捷,火速
移天徙日,移天易日
兴废,兴衰
衣锦荣归,衣锦还乡
弃甲丢盔,弃甲负弩
平滑,滑润
瓢泼大雨,大雨倾盆
罢免,罢黜
自郐以下,郐下无讥
牝牡骊黄,泾渭不分
审视,凝视
深交,好友
熊罴之士,熊虎之士
堂而皇之,明火执杖
描绘,描写
南柯一梦,梦里南轲
以外,除外
发展,生长
纠合,召集
允文允武,能文能武
弥天大谎,欺人之谈
培植,提拔
眉清目秀,秀外慧中
买上告下,买上嘱下
借故,借端
进善惩奸,进善惩恶
鸦鹊无声,鸦雀无声
梁上君子,穿窬之盗
照拂,照料
百举百全,百举百捷
哽咽,哽噎
蚌病成珠,蚌病生珠
拨草寻蛇,自讨没趣
灵敏,聪颖
循循善诱,诲人不惓
一枕槐安,黄粱美梦
累卵之危,危于累卵
倾圯,崩裂
仆欧,侍役
痛不欲生,寻死觅活
自尊,自重
揭破,揭穿
流动,滚动
加入,投入
疏财仗义,重义轻财
光显,鲜明
坚守,尊从
以理服人,言之有理
延误,阻误
感激,感恩
诋毁,诽谤
搬动,挪移
寡情,无情
